date,sex,place,last_name,first_name,total
11/10/2023,Mens,Park,GLIFBERG,Rune,49.0
11/10/2023,Mens,Park,KAHLER,Luke,46.6
11/10/2023,Mens,Park,CHEN,Ye,44.48
11/10/2023,Mens,Park,CALVERT,Thomas,41.03
11/10/2023,Mens,Park,MARTIN,Tom,37.06
11/10/2023,Mens,Park,NILSEN,Elias,33.96
11/10/2023,Mens,Park,DAMICO,Valentino,33.83
11/10/2023,Mens,Park,DULUDE,Phil,33.03
11/10/2023,Mens,Park,JANSSEN,Lennard,32.91
11/10/2023,Mens,Park,SCHEELJE,Raphael,32.76
11/10/2023,Mens,Park,GONZALEZ,Peio,32.46
11/10/2023,Mens,Park,WARD,Oli,32.0
11/10/2023,Mens,Park,SINNERTON,Phoenix,31.98
11/10/2023,Mens,Park,RUIZ,DIAZ,31.41
11/10/2023,Mens,Park,REYES,RAMIREZ,29.16
11/10/2023,Mens,Park,FAGUNDES,Hericles,28.83
11/10/2023,Mens,Park,MARTIN,Kayo,28.06
11/10/2023,Mens,Park,MOON,Gangho,27.13
11/10/2023,Mens,Park,GILES,Enrique,28.0
11/10/2023,Mens,Park,FERNANDEZ,Rodrigo,26.36
11/10/2023,Mens,Park,PINEIRO,Juan,25.0
11/10/2023,Mens,Park,DOBAR,Gael,24.78
11/10/2023,Mens,Park,HOLM,Oliver,24.75
11/10/2023,Mens,Park,JIMENEZ,Marcelo,26.0
11/10/2023,Mens,Park,HOPKINS,Adam,33.0
11/10/2023,Mens,Park,ELGUETA,VERA,23.68
11/10/2023,Mens,Park,DORADO,Nick,24.0
11/10/2023,Mens,Park,UEDA,Raphael,22.81
11/10/2023,Mens,Park,KONIG,Kalani,22.31
11/10/2023,Mens,Park,INGRILLI,Jesse,21.5
11/10/2023,Mens,Park,CINI,Luigi,85.74
11/10/2023,Mens,Park,SCHAAR,Tom,84.51
11/10/2023,Mens,Park,PALMER,Keegan,84.13
11/10/2023,Mens,Park,CAREW,Tate,83.19
11/10/2023,Mens,Park,BOTTGER,Gavin,82.21
11/10/2023,Mens,Park,PINEIRO,Steven,81.26
11/10/2023,Mens,Park,AKIO,Augusto,77.86
11/10/2023,Mens,Park,EATON,Jagger,34.15
11/10/2023,Mens,Park,PACE,Liam,79.24
11/10/2023,Mens,Park,NAGAHARA,Yuro,79.2
11/10/2023,Mens,Park,BARROS,Pedro,78.24
11/10/2023,Mens,Park,WILSON,Keefer,74.91
11/10/2023,Mens,Park,QUINTAS,Pedro,73.2
11/10/2023,Mens,Park,LEON,Danny,68.7
11/10/2023,Mens,Park,WOOLLEY,Kieran,60.43
11/10/2023,Mens,Park,MARIANO,André,26.42
11/10/2023,Mens,Park,COCILOVA,Omar,72.0
11/10/2023,Mens,Park,WINBERG,Hampus,70.5
11/10/2023,Mens,Park,PERES,Murilo,70.0
11/10/2023,Mens,Park,SOLMUNDE,Viktor,69.87
11/10/2023,Mens,Park,COPELAND,Ethan,69.75
11/10/2023,Mens,Park,EDTMAYER,Tyler,69.35
11/10/2023,Mens,Park,JUNEAU,Cory,69.2
11/10/2023,Mens,Park,FRANCISCO,Kiko,69.0
11/10/2023,Mens,Park,KHURY,Guilherme,61.0
11/10/2023,Mens,Park,SORGENTE,Alessandro,59.0
11/10/2023,Mens,Park,O`NEILL,George,57.0
11/10/2023,Mens,Park,NYE,Taylor,55.0
11/10/2023,Mens,Park,SANCHEZ,JD,48.16
11/10/2023,Mens,Park,MAZZARA,Alessandro,46.0
11/10/2023,Mens,Park,CARVALHO,Pedro,44.66
11/10/2023,Mens,Park,AUGUSTO,Thomas,30.08
11/10/2023,Mens,Park,MATHERON,Vincent,66.5
11/10/2023,Mens,Park,MACDONALD,Andrew,66.21
11/10/2023,Mens,Park,MAGIAR,Magnus,64.63
11/10/2023,Mens,Park,MONTAGARD,Noe,64.0
11/10/2023,Mens,Park,KURIBAYASHI,Rempei,63.25
11/10/2023,Mens,Park,INOMATA,Soya,62.63
11/10/2023,Mens,Park,MATEU,Jaime,59.16
11/10/2023,Mens,Park,DAMESTOY,Edouard,57.06
11/10/2023,Mens,Park,KORTABITARTE,Alain,56.45
11/10/2023,Mens,Park,DIRKSEN,Joshua,56.36
11/10/2023,Mens,Park,PANTALEO,Jean,56.32
11/10/2023,Mens,Park,BEHAR,Yam,56.23
11/10/2023,Mens,Park,CUNNINGHAM,Tay,54.47
11/10/2023,Mens,Park,FAMILTON,Jake,53.6
11/10/2023,Mens,Park,SASAOKA,Kensuke,53.16
11/10/2023,Mens,Park,ALBREKTSSON,Noah,52.5
11/10/2023,Mens,Park,ROZENBERG,Oskar,52.18
11/10/2023,Mens,Park,JAQUE,Martin,51.4
11/10/2023,Mens,Park,HAN,Jaejin,50.15
11/10/2023,Mens,Park,THOMAS,Jesse,48.23
11/10/2023,Mens,Park,GLIFBERG,Rune,49.0
11/10/2023,Mens,Park,KAHLER,Luke,46.6
11/10/2023,Mens,Park,CHEN,Ye,44.48
11/10/2023,Mens,Park,CALVERT,Thomas,41.03
11/10/2023,Mens,Park,MARTIN,Tom,37.06
11/10/2023,Mens,Park,NILSEN,Elias,33.96
11/10/2023,Mens,Park,DAMICO,Valentino,33.83
11/10/2023,Mens,Park,DULUDE,Phil,33.03
11/10/2023,Mens,Park,JANSSEN,Lennard,32.91
11/10/2023,Mens,Park,SCHEELJE,Raphael,32.76
11/10/2023,Mens,Park,GONZALEZ,Peio,32.46
11/10/2023,Mens,Park,WARD,Oli,32.0
11/10/2023,Mens,Park,SINNERTON,Phoenix,31.98
11/10/2023,Mens,Park,RUIZ,DIAZ,31.41
11/10/2023,Mens,Park,REYES,RAMIREZ,29.16
11/10/2023,Mens,Park,FAGUNDES,Hericles,28.83
11/10/2023,Mens,Park,MARTIN,Kayo,28.06
11/10/2023,Mens,Park,MOON,Gangho,27.13
11/10/2023,Mens,Park,GILES,Enrique,28.0
11/10/2023,Mens,Park,FERNANDEZ,Rodrigo,26.36
11/10/2023,Mens,Park,PINEIRO,Juan,25.0
11/10/2023,Mens,Park,DOBAR,Gael,24.78
11/10/2023,Mens,Park,HOLM,Oliver,24.75
11/10/2023,Mens,Park,JIMENEZ,Marcelo,26.0
11/10/2023,Mens,Park,HOPKINS,Adam,33.0
11/10/2023,Mens,Park,ELGUETA,VERA,23.68
11/10/2023,Mens,Park,DORADO,Nick,24.0
11/10/2023,Mens,Park,UEDA,Raphael,22.81
11/10/2023,Mens,Park,KONIG,Kalani,22.31
11/10/2023,Mens,Park,INGRILLI,Jesse,21.5
11/10/2023,Mens,Park,MERCIER,Mehdi,22.0
11/10/2023,Mens,Park,MORALES,Jose,31.0
11/10/2023,Mens,Park,DE,HAAN,20.3
11/10/2023,Mens,Park,SASSON,Dante,20.04
11/10/2023,Mens,Park,OBERHOLZER,Dallas,48.0
11/10/2023,Mens,Park,MITAKE,Hinata,19.63
11/10/2023,Mens,Park,BARRENA,Luka,21.0
11/10/2023,Mens,Park,MATEOS,Juan,24.0
11/10/2023,Mens,Park,BECKETT,Stewart,31.0
11/10/2023,Mens,Park,LI,Mingxiao,18.0
11/10/2023,Mens,Park,TOYOS,Martin,12.71
11/10/2023,Mens,Park,IVANCHENKO,Moti,22.0
11/10/2023,Mens,Park,MORALEZ,Michael,27.0
11/10/2023,Mens,Park,CORTEZ,William,26.0
11/10/2023,Mens,Park,GOMEZ,PEDROZA,18.0
11/10/2023,Mens,Park,SWETT,Josema,15.0
11/10/2023,Mens,Park,FEDERICO,Ivan,24.0
28/05/2023,Womens,Park,BROWN,Sky,90.84
28/05/2023,Womens,Park,TREW,Ruby,86.16
28/05/2023,Womens,Park,OLIVEIRA,Raicca,85.17
28/05/2023,Womens,Park,KUSAKI,Hinano,84.52
28/05/2023,Womens,Park,HIRAKI,Kokona,84.19
28/05/2023,Womens,Park,PEREIRA,Dora,84.0
28/05/2023,Womens,Park,TREW,Arisa,82.23
28/05/2023,Womens,Park,STOEPHASIUS,Lilly,81.27
28/05/2023,Womens,Park,ASP,Yndiara,72.24
28/05/2023,Womens,Park,LILLEY,Ruby,71.13
28/05/2023,Womens,Park,HEATH,Charlotte,70.54
28/05/2023,Womens,Park,LASO,Naia,68.0
28/05/2023,Womens,Park,LEGUIZAMON,Erica,65.96
28/05/2023,Womens,Park,SUGAWARA,Mei,65.11
28/05/2023,Womens,Park,OGAWA,Kihana,64.1
28/05/2023,Womens,Park,STRACHAN,Lilly,60.01
28/05/2023,Womens,Park,ALEXANDRE,Emilie,60.25
28/05/2023,Womens,Park,EBERT,Fay,60.16
28/05/2023,Womens,Park,STESS,Minna,59.9
28/05/2023,Womens,Park,BARRATT,Jordyn,59.5
28/05/2023,Womens,Park,LARCHERON,Madeleine,59.35
28/05/2023,Womens,Park,TEZUKA,Mami,59.25
28/05/2023,Womens,Park,WETTSTEIN,Bryce,59.15
28/05/2023,Womens,Park,WILSON,Aaliyah,59.1
28/05/2023,Womens,Park,MARHOEFER,Grace,59.0
28/05/2023,Womens,Park,ERICKSON,Lillian,58.5
28/05/2023,Womens,Park,NAKAMURA,Kisa,57.56
28/05/2023,Womens,Park,GODOY,Sofia,56.35
28/05/2023,Womens,Park,OLSEN,Poppy,55.0
28/05/2023,Womens,Park,YOSOZUMI,Sakura,18.0
28/05/2023,Womens,Park,PAZ,Shani,17.06
28/05/2023,Womens,Park,PACHECO,Isadora,6.08
28/05/2023,Womens,Park,MEYERS,Taniah,54.86
28/05/2023,Womens,Park,TABOULET,Nana,54.13
28/05/2023,Womens,Park,TONISSI,Fernanda,53.32
28/05/2023,Womens,Park,MARTIN,Bombette,52.12
28/05/2023,Womens,Park,SIRVIO,Heili,50.33
28/05/2023,Womens,Park,SUGAWARA,Rui,50.12
28/05/2023,Womens,Park,TAPIA,Josefina,49.86
28/05/2023,Womens,Park,FESSL,Alisa,49.85
28/05/2023,Womens,Park,BROWN,Sky,90.84
28/05/2023,Womens,Park,TREW,Ruby,86.16
28/05/2023,Womens,Park,OLIVEIRA,Raicca,85.17
28/05/2023,Womens,Park,KUSAKI,Hinano,84.52
28/05/2023,Womens,Park,HIRAKI,Kokona,84.19
28/05/2023,Womens,Park,PEREIRA,Dora,84.0
28/05/2023,Womens,Park,TREW,Arisa,82.23
28/05/2023,Womens,Park,STOEPHASIUS,Lilly,81.27
28/05/2023,Womens,Park,ASP,Yndiara,72.24
28/05/2023,Womens,Park,LILLEY,Ruby,71.13
28/05/2023,Womens,Park,HEATH,Charlotte,70.54
28/05/2023,Womens,Park,LASO,Naia,68.0
28/05/2023,Womens,Park,LEGUIZAMON,Erica,65.96
28/05/2023,Womens,Park,SUGAWARA,Mei,65.11
28/05/2023,Womens,Park,OGAWA,Kihana,64.1
28/05/2023,Womens,Park,STRACHAN,Lilly,60.01
28/05/2023,Womens,Park,ALEXANDRE,Emilie,60.25
28/05/2023,Womens,Park,EBERT,Fay,60.16
28/05/2023,Womens,Park,STESS,Minna,59.9
28/05/2023,Womens,Park,BARRATT,Jordyn,59.5
28/05/2023,Womens,Park,LARCHERON,Madeleine,59.35
28/05/2023,Womens,Park,TEZUKA,Mami,59.25
28/05/2023,Womens,Park,WETTSTEIN,Bryce,59.15
28/05/2023,Womens,Park,WILSON,Aaliyah,59.1
28/05/2023,Womens,Park,MARHOEFER,Grace,59.0
28/05/2023,Womens,Park,ERICKSON,Lillian,58.5
28/05/2023,Womens,Park,NAKAMURA,Kisa,57.56
28/05/2023,Womens,Park,GODOY,Sofia,56.35
28/05/2023,Womens,Park,OLSEN,Poppy,55.0
28/05/2023,Womens,Park,YOSOZUMI,Sakura,18.0
28/05/2023,Womens,Park,PAZ,Shani,17.06
28/05/2023,Womens,Park,PACHECO,Isadora,6.08
28/05/2023,Womens,Park,MEYERS,Taniah,54.86
28/05/2023,Womens,Park,TABOULET,Nana,54.13
28/05/2023,Womens,Park,TONISSI,Fernanda,53.32
28/05/2023,Womens,Park,MARTIN,Bombette,52.12
28/05/2023,Womens,Park,SIRVIO,Heili,50.33
28/05/2023,Womens,Park,SUGAWARA,Rui,50.12
28/05/2023,Womens,Park,TAPIA,Josefina,49.86
28/05/2023,Womens,Park,FESSL,Alisa,49.85
28/05/2023,Womens,Park,TAMBLING,Lola,48.55
28/05/2023,Womens,Park,LIN,Yi-fan,47.85
28/05/2023,Womens,Park,MORALES,Brigitte,46.04
28/05/2023,Womens,Park,WEST,Katelyn,44.88
28/05/2023,Womens,Park,KENNY,Maya,43.48
28/05/2023,Womens,Park,JOHNSEY,Harlow,42.99
28/05/2023,Womens,Park,MAKIBBIN,Carlin,42.89
28/05/2023,Womens,Park,MAO,Jiasi,42.83
28/05/2023,Womens,Park,ENRIQUEZ,Evelyn,42.47
28/05/2023,Womens,Park,GWAK,Minji,40.84
28/05/2023,Womens,Park,MEEK,Lady,38.48
28/05/2023,Womens,Park,BENEDETTI,Julia,38.16
28/05/2023,Womens,Park,CHO,Hyunju,37.06
28/05/2023,Womens,Park,SANTANA,Jordan,37.0
28/05/2023,Womens,Park,ZHENG,Haohao,36.85
28/05/2023,Womens,Park,ZARATTINI,Lucrezia,33.48
28/05/2023,Womens,Park,LI,Yujuan,30.26
28/05/2023,Womens,Park,ARZUA,Ailin,29.71
28/05/2023,Womens,Park,VICENTE,Luana,28.36
28/05/2023,Womens,Park,RUSSI,OCHIAI,27.72
28/05/2023,Womens,Park,VIDELA,Paula,27.5
28/05/2023,Womens,Park,ANTUNES,Emily,25.12
28/05/2023,Womens,Park,OJEDA,MARTINEZ,23.13
28/05/2023,Womens,Park,KERMOADE,Klara,22.51
28/05/2023,Womens,Park,AGUILAR,ARISTA,15.48
28/05/2023,Womens,Park,CHAMORRO,Catalina,11.92
28/05/2023,Mens,Park,CINI,Luigi,85.74
28/05/2023,Mens,Park,SCHAAR,Tom,84.51
28/05/2023,Mens,Park,PALMER,Keegan,84.13
28/05/2023,Mens,Park,CAREW,Tate,83.19
28/05/2023,Mens,Park,BOTTGER,Gavin,82.21
28/05/2023,Mens,Park,PINEIRO,Steven,81.26
28/05/2023,Mens,Park,AKIO,Augusto,77.86
28/05/2023,Mens,Park,EATON,Jagger,34.15
25/05/2023,Mens,Park,BOTTGER,Gavin,83.13
25/05/2023,Mens,Park,CINI,Luigi,78.03
25/05/2023,Mens,Park,QUINTAS,Pedro,76.1
25/05/2023,Mens,Park,PALMER,Keegan,75.1
25/05/2023,Mens,Park,CAREW,Tate,74.61
25/05/2023,Mens,Park,MARIANO,André,74.3
25/05/2023,Mens,Park,SOLMUNDE,Viktor,73.2
25/05/2023,Mens,Park,AUGUSTO,Thomas,72.2
25/05/2023,Mens,Park,NAGAHARA,Yuro,71.06
25/05/2023,Mens,Park,PERES,Murilo,70.84
25/05/2023,Mens,Park,PACE,Liam,70.5
25/05/2023,Mens,Park,JUNEAU,Cory,70.32
25/05/2023,Mens,Park,LEON,Danny,70.0
25/05/2023,Mens,Park,EDTMAYER,Tyler,69.83
25/05/2023,Mens,Park,COCILOVA,Omar,68.35
25/05/2023,Mens,Park,O`NEILL,George,67.63
25/05/2023,Mens,Park,SORGENTE,Alessandro,67.58
25/05/2023,Mens,Park,MAZZARA,Alessandro,67.57
25/05/2023,Mens,Park,COPELAND,Ethan,67.55
25/05/2023,Mens,Park,WILSON,Keefer,67.4
25/05/2023,Mens,Park,CARVALHO,Pedro,67.31
25/05/2023,Mens,Park,NYE,Taylor,67.28
25/05/2023,Mens,Park,PINEIRO,Steven,67.27
25/05/2023,Mens,Park,FRANCISCO,Kiko,67.26
25/05/2023,Mens,Park,SANCHEZ,JD,67.2
25/05/2023,Mens,Park,KHURY,Guilherme,66.8
25/05/2023,Mens,Park,WINBERG,Hampus,66.73
25/05/2023,Mens,Park,MATHERON,Vincent,66.5
25/05/2023,Mens,Park,BOTTGER,Gavin,83.13
25/05/2023,Mens,Park,CINI,Luigi,78.03
25/05/2023,Mens,Park,QUINTAS,Pedro,76.1
25/05/2023,Mens,Park,PALMER,Keegan,75.1
25/05/2023,Mens,Park,CAREW,Tate,74.61
25/05/2023,Mens,Park,MARIANO,André,74.3
25/05/2023,Mens,Park,SOLMUNDE,Viktor,73.2
25/05/2023,Mens,Park,AUGUSTO,Thomas,72.2
25/05/2023,Mens,Park,NAGAHARA,Yuro,71.06
25/05/2023,Mens,Park,PERES,Murilo,70.84
25/05/2023,Mens,Park,PACE,Liam,70.5
25/05/2023,Mens,Park,JUNEAU,Cory,70.32
25/05/2023,Mens,Park,LEON,Danny,70.0
25/05/2023,Mens,Park,EDTMAYER,Tyler,69.83
25/05/2023,Mens,Park,COCILOVA,Omar,68.35
25/05/2023,Mens,Park,O`NEILL,George,67.63
25/05/2023,Mens,Park,SORGENTE,Alessandro,67.58
25/05/2023,Mens,Park,MAZZARA,Alessandro,67.57
25/05/2023,Mens,Park,COPELAND,Ethan,67.55
25/05/2023,Mens,Park,WILSON,Keefer,67.4
25/05/2023,Mens,Park,CARVALHO,Pedro,67.31
25/05/2023,Mens,Park,NYE,Taylor,67.28
25/05/2023,Mens,Park,PINEIRO,Steven,67.27
25/05/2023,Mens,Park,FRANCISCO,Kiko,67.26
25/05/2023,Mens,Park,SANCHEZ,JD,67.2
25/05/2023,Mens,Park,KHURY,Guilherme,66.8
25/05/2023,Mens,Park,WINBERG,Hampus,66.73
25/05/2023,Mens,Park,MATHERON,Vincent,66.5
25/05/2023,Mens,Park,MACDONALD,Andrew,66.21
25/05/2023,Mens,Park,MAGIAR,Magnus,64.63
25/05/2023,Mens,Park,MONTAGARD,Noe,64.0
25/05/2023,Mens,Park,KURIBAYASHI,Rempei,63.25
25/05/2023,Mens,Park,FEDERICO,Ivan,63.13
25/05/2023,Mens,Park,INOMATA,Soya,62.63
25/05/2023,Mens,Park,MATEU,Jaime,59.16
25/05/2023,Mens,Park,DAMESTOY,Edouard,57.06
25/05/2023,Mens,Park,KORTABITARTE,Alain,56.45
25/05/2023,Mens,Park,DIRKSEN,Joshua,56.36
25/05/2023,Mens,Park,PANTALEO,Jean,56.32
25/05/2023,Mens,Park,BEHAR,Yam,56.23
25/05/2023,Mens,Park,CUNNINGHAM,Tay,54.47
25/05/2023,Mens,Park,FAMILTON,Jake,53.6
25/05/2023,Mens,Park,SASAOKA,Kensuke,53.16
25/05/2023,Mens,Park,ALBREKTSSON,Noah,52.5
25/05/2023,Mens,Park,ROZENBERG,Oskar,52.18
25/05/2023,Mens,Park,JAQUE,Martin,51.4
25/05/2023,Mens,Park,HAN,Jaejin,50.15
25/05/2023,Mens,Park,THOMAS,Jesse,48.23
25/05/2023,Mens,Park,GLIFBERG,Rune,46.86
25/05/2023,Mens,Park,KAHLER,Luke,46.6
25/05/2023,Mens,Park,CHEN,Ye,44.48
25/05/2023,Mens,Park,CALVERT,Thomas,41.03
25/05/2023,Mens,Park,MARTIN,Tom,37.06
25/05/2023,Mens,Park,NILSEN,Elias,33.96
25/05/2023,Mens,Park,DAMICO,Valentino,33.83
25/05/2023,Mens,Park,DULUDE,Phil,33.03
25/05/2023,Mens,Park,JANSSEN,Lennard,32.91
25/05/2023,Mens,Park,SCHEELJE,Raphael,32.76
25/05/2023,Mens,Park,GONZALEZ,Peio,32.46
25/05/2023,Mens,Park,WARD,Oli,32.0
25/05/2023,Mens,Park,SINNERTON,Phoenix,31.98
25/05/2023,Mens,Park,RUIZ,DIAZ,31.41
25/05/2023,Mens,Park,REYES,RAMIREZ,29.16
25/05/2023,Mens,Park,FAGUNDES,Hericles,28.83
25/05/2023,Mens,Park,MARTIN,Kayo,28.06
25/05/2023,Mens,Park,MOON,Gangho,27.13
25/05/2023,Mens,Park,GILES,Enrique,26.46
25/05/2023,Mens,Park,BOTTGER,Gavin,83.13
25/05/2023,Mens,Park,CINI,Luigi,78.03
25/05/2023,Mens,Park,QUINTAS,Pedro,76.1
25/05/2023,Mens,Park,PALMER,Keegan,75.1
25/05/2023,Mens,Park,CAREW,Tate,74.61
25/05/2023,Mens,Park,MARIANO,André,74.3
25/05/2023,Mens,Park,SOLMUNDE,Viktor,73.2
25/05/2023,Mens,Park,AUGUSTO,Thomas,72.2
25/05/2023,Mens,Park,NAGAHARA,Yuro,71.06
25/05/2023,Mens,Park,PERES,Murilo,70.84
25/05/2023,Mens,Park,PACE,Liam,70.5
25/05/2023,Mens,Park,JUNEAU,Cory,70.32
25/05/2023,Mens,Park,LEON,Danny,70.0
25/05/2023,Mens,Park,EDTMAYER,Tyler,69.83
25/05/2023,Mens,Park,COCILOVA,Omar,68.35
25/05/2023,Mens,Park,O`NEILL,George,67.63
25/05/2023,Mens,Park,SORGENTE,Alessandro,67.58
25/05/2023,Mens,Park,MAZZARA,Alessandro,67.57
25/05/2023,Mens,Park,COPELAND,Ethan,67.55
25/05/2023,Mens,Park,WILSON,Keefer,67.4
25/05/2023,Mens,Park,CARVALHO,Pedro,67.31
25/05/2023,Mens,Park,NYE,Taylor,67.28
25/05/2023,Mens,Park,PINEIRO,Steven,67.27
25/05/2023,Mens,Park,FRANCISCO,Kiko,67.26
25/05/2023,Mens,Park,SANCHEZ,JD,67.2
25/05/2023,Mens,Park,KHURY,Guilherme,66.8
25/05/2023,Mens,Park,WINBERG,Hampus,66.73
25/05/2023,Mens,Park,MATHERON,Vincent,66.5
25/05/2023,Mens,Park,MACDONALD,Andrew,66.21
25/05/2023,Mens,Park,MAGIAR,Magnus,64.63
25/05/2023,Mens,Park,MONTAGARD,Noe,64.0
25/05/2023,Mens,Park,KURIBAYASHI,Rempei,63.25
25/05/2023,Mens,Park,FEDERICO,Ivan,63.13
25/05/2023,Mens,Park,INOMATA,Soya,62.63
25/05/2023,Mens,Park,MATEU,Jaime,59.16
25/05/2023,Mens,Park,DAMESTOY,Edouard,57.06
25/05/2023,Mens,Park,KORTABITARTE,Alain,56.45
25/05/2023,Mens,Park,DIRKSEN,Joshua,56.36
25/05/2023,Mens,Park,PANTALEO,Jean,56.32
25/05/2023,Mens,Park,BEHAR,Yam,56.23
25/05/2023,Mens,Park,CUNNINGHAM,Tay,54.47
25/05/2023,Mens,Park,FAMILTON,Jake,53.6
25/05/2023,Mens,Park,SASAOKA,Kensuke,53.16
25/05/2023,Mens,Park,ALBREKTSSON,Noah,52.5
25/05/2023,Mens,Park,ROZENBERG,Oskar,52.18
25/05/2023,Mens,Park,JAQUE,Martin,51.4
25/05/2023,Mens,Park,HAN,Jaejin,50.15
25/05/2023,Mens,Park,THOMAS,Jesse,48.23
25/05/2023,Mens,Park,GLIFBERG,Rune,46.86
25/05/2023,Mens,Park,KAHLER,Luke,46.6
25/05/2023,Mens,Park,CHEN,Ye,44.48
25/05/2023,Mens,Park,CALVERT,Thomas,41.03
25/05/2023,Mens,Park,MARTIN,Tom,37.06
25/05/2023,Mens,Park,NILSEN,Elias,33.96
25/05/2023,Mens,Park,DAMICO,Valentino,33.83
25/05/2023,Mens,Park,DULUDE,Phil,33.03
25/05/2023,Mens,Park,JANSSEN,Lennard,32.91
25/05/2023,Mens,Park,SCHEELJE,Raphael,32.76
25/05/2023,Mens,Park,GONZALEZ,Peio,32.46
25/05/2023,Mens,Park,WARD,Oli,32.0
25/05/2023,Mens,Park,SINNERTON,Phoenix,31.98
25/05/2023,Mens,Park,RUIZ,DIAZ,31.41
25/05/2023,Mens,Park,REYES,RAMIREZ,29.16
25/05/2023,Mens,Park,FAGUNDES,Hericles,28.83
25/05/2023,Mens,Park,MARTIN,Kayo,28.06
25/05/2023,Mens,Park,MOON,Gangho,27.13
25/05/2023,Mens,Park,GILES,Enrique,26.46
25/05/2023,Mens,Park,FERNANDEZ,Rodrigo,26.36
25/05/2023,Mens,Park,PINEIRO,Juan,24.97
25/05/2023,Mens,Park,DOBAR,Gael,24.78
25/05/2023,Mens,Park,HOLM,Oliver,24.75
25/05/2023,Mens,Park,JIMENEZ,Marcelo,24.16
25/05/2023,Mens,Park,HOPKINS,Adam,23.7
25/05/2023,Mens,Park,ELGUETA,VERA,23.68
25/05/2023,Mens,Park,DORADO,Nick,23.06
25/05/2023,Mens,Park,UEDA,Raphael,22.81
25/05/2023,Mens,Park,KONIG,Kalani,22.31
25/05/2023,Mens,Park,INGRILLI,Jesse,21.5
25/05/2023,Mens,Park,MERCIER,Mehdi,21.34
25/05/2023,Mens,Park,MORALES,Jose,20.43
25/05/2023,Mens,Park,DE,HAAN,20.3
25/05/2023,Mens,Park,SASSON,Dante,20.04
25/05/2023,Mens,Park,OBERHOLZER,Dallas,20.03
25/05/2023,Mens,Park,MITAKE,Hinata,19.63
25/05/2023,Mens,Park,BARRENA,Luka,19.41
25/05/2023,Mens,Park,MATEOS,Juan,18.0
25/05/2023,Mens,Park,BECKETT,Stewart,16.66
25/05/2023,Mens,Park,LI,Mingxiao,14.06
25/05/2023,Mens,Park,TOYOS,Martin,12.71
25/05/2023,Mens,Park,IVANCHENKO,Moti,12.6
25/05/2023,Mens,Park,MORALEZ,Michael,12.4
25/05/2023,Mens,Park,CORTEZ,William,12.33
25/05/2023,Mens,Park,GOMEZ,PEDROZA,11.16
25/05/2023,Mens,Park,SWETT,Josema,10.03
27/05/2023,Mens,Park,PALMER,Keegan,88.26
27/05/2023,Mens,Park,EATON,Jagger,86.51
27/05/2023,Mens,Park,PINEIRO,Steven,85.0
27/05/2023,Mens,Park,CAREW,Tate,81.06
27/05/2023,Mens,Park,QUINTAS,Pedro,80.11
27/05/2023,Mens,Park,CINI,Luigi,79.31
27/05/2023,Mens,Park,NAGAHARA,Yuro,78.86
27/05/2023,Mens,Park,WILSON,Keefer,77.0
27/05/2023,Mens,Park,SANTOS,Augusto,76.22
27/05/2023,Mens,Park,SCHAAR,Tom,75.17
27/05/2023,Mens,Park,BARROS,Pedro,74.18
27/05/2023,Mens,Park,LEON,Danny,73.5
27/05/2023,Mens,Park,PACE,Liam,73.25
27/05/2023,Mens,Park,MARIANO,André,73.0
27/05/2023,Mens,Park,WOOLLEY,Kieran,72.86
27/05/2023,Mens,Park,BOTTGER,Gavin,72.73
27/05/2023,Mens,Park,COCILOVA,Omar,72.0
27/05/2023,Mens,Park,WINBERG,Hampus,70.5
27/05/2023,Mens,Park,PERES,Murilo,70.0
27/05/2023,Mens,Park,SOLMUNDE,Viktor,69.87
27/05/2023,Mens,Park,COPELAND,Ethan,69.75
27/05/2023,Mens,Park,EDTMAYER,Tyler,69.35
27/05/2023,Mens,Park,JUNEAU,Cory,69.2
27/05/2023,Mens,Park,FRANCISCO,Kiko,69.0
27/05/2023,Mens,Park,KHURY,Guilherme,61.0
27/05/2023,Mens,Park,SORGENTE,Alessandro,59.0
27/05/2023,Mens,Park,O`NEILL,George,57.0
27/05/2023,Mens,Park,NYE,Taylor,55.0
27/05/2023,Mens,Park,PALMER,Keegan,88.26
27/05/2023,Mens,Park,EATON,Jagger,86.51
27/05/2023,Mens,Park,PINEIRO,Steven,85.0
27/05/2023,Mens,Park,CAREW,Tate,81.06
27/05/2023,Mens,Park,QUINTAS,Pedro,80.11
27/05/2023,Mens,Park,CINI,Luigi,79.31
27/05/2023,Mens,Park,NAGAHARA,Yuro,78.86
27/05/2023,Mens,Park,WILSON,Keefer,77.0
27/05/2023,Mens,Park,SANTOS,Augusto,76.22
27/05/2023,Mens,Park,SCHAAR,Tom,75.17
27/05/2023,Mens,Park,BARROS,Pedro,74.18
27/05/2023,Mens,Park,LEON,Danny,73.5
27/05/2023,Mens,Park,PACE,Liam,73.25
27/05/2023,Mens,Park,MARIANO,André,73.0
27/05/2023,Mens,Park,WOOLLEY,Kieran,72.86
27/05/2023,Mens,Park,BOTTGER,Gavin,72.73
27/05/2023,Mens,Park,COCILOVA,Omar,72.0
27/05/2023,Mens,Park,WINBERG,Hampus,70.5
27/05/2023,Mens,Park,PERES,Murilo,70.0
27/05/2023,Mens,Park,SOLMUNDE,Viktor,69.87
